uniprot,cluster,nseq,w_n,w_nh,w_perc_h,w_mean,reg1_n,reg1_nh,reg1_perc_h,reg1_mean,reg2_n,reg2_nh,reg2_perc_h,reg2_mean,both_reg_n,both_reg_nh,both_reg_perc_h,both_reg_mean,o_reg_n,o_reg_nh,o_reg_perc_h,o_reg_mean
Q72AS4,178,4,317,11,0.03470031545741325,0.8142145206107048,154,11,0.07142857142857142,0.8343374389091368,79,0,0.0,0.6273912180121096,233,11,0.04721030042918455,0.7641711236693722,84,0,0.0,0.9530253716503536
Q72AS4,006,23,317,17,0.05362776025236593,0.6322801021951555,154,7,0.045454545454545456,0.6400251259972815,79,4,0.05063291139240506,0.5915536734467242,233,11,0.04721030042918455,0.623590599166835,84,6,0.07142857142857142,0.6563831284522827
Q72AS4,105,4,317,4,0.012618296529968454,0.6522639094631528,154,0,0.0,0.5794355720119717,79,1,0.012658227848101266,0.6806604823690049,233,1,0.004291845493562232,0.6137564643647854,84,3,0.03571428571428571,0.7590762274145768
Q72AS4,137,23,317,40,0.12618296529968454,0.9206844566780867,154,20,0.12987012987012986,0.9179808977577236,79,6,0.0759493670886076,0.6249177595073916,233,26,0.11158798283261803,0.818616142728641,84,14,0.16666666666666666,1.20380251799024
Q72AS4,136,6,317,3,0.00946372239747634,0.7302423185703001,154,3,0.01948051948051948,0.8003265781938984,79,0,0.0,0.5021106433632851,233,3,0.012875536480686695,0.6992147376290124,84,0,0.0,0.8163069180860147
Q72AS4,077,5,317,0,0.0,0.6039441464732029,154,0,0.0,0.6346518835784121,79,0,0.0,0.470709690849718,233,0,0.0,0.579066333254091,84,0,0.0,0.6729504617119304
Q72AS4,151,4,317,3,0.00946372239747634,0.6819311314202398,154,2,0.012987012987012988,0.7234547075393347,79,0,0.0,0.5611211231575578,233,2,0.008583690987124463,0.6684145651952987,84,1,0.011904761904761904,0.7194235115441838
Q72AS4,147,4,317,8,0.025236593059936908,0.7293114153592111,154,3,0.01948051948051948,0.6869446020268786,79,2,0.02531645569620253,0.7217378557593408,233,5,0.02145922746781116,0.6987414562966834,84,3,0.03571428571428571,0.814106658949318
Q72AS4,078,9,317,11,0.03470031545741325,0.7460185736760205,154,4,0.025974025974025976,0.677540518181388,79,4,0.05063291139240506,0.7591563607185641,233,8,0.034334763948497854,0.7052128424751087,84,3,0.03571428571428571,0.8592058995071216
Q72AS4,163,5,317,0,0.0,0.7324014965844623,154,0,0.0,0.7726026650893743,79,0,0.0,0.6424922555613605,233,0,0.0,0.7284879768803053,84,0,0.0,0.7432568548114693
Q72AS4,083,4,317,4,0.012618296529968454,0.6857118786753433,154,3,0.01948051948051948,0.7283565744365003,79,1,0.012658227848101266,0.5405824364623898,233,4,0.017167381974248927,0.6646906649946344,84,0,0.0,0.744020721384929
Q72AS4,162,5,317,0,0.0,0.7389040315130511,154,0,0.0,0.7074082093228552,79,0,0.0,0.6802954140908849,233,0,0.0,0.6982154590081529,84,0,0.0,0.8517663814373522
Q72AS4,089,7,317,8,0.025236593059936908,0.6883963790346604,154,3,0.01948051948051948,0.650723612119317,79,4,0.05063291139240506,0.7032653797990837,233,7,0.030042918454935622,0.6685382028776928,84,1,0.011904761904761904,0.7434791771843448
Q72AS4,063,5,317,0,0.0,0.6130787630680179,154,0,0.0,0.6271870776379866,79,0,0.0,0.5917142689105749,233,0,0.0,0.6151598163098083,84,0,0.0,0.607306317766385
Q72AS4,010,193,317,57,0.17981072555205047,1.1003245516525433,154,29,0.18831168831168832,1.1619184312584714,79,7,0.08860759493670886,0.8840895540686962,233,36,0.15450643776824036,1.0677189407091485,84,21,0.25,1.1907663058169597
Q72AS4,111,5,317,2,0.006309148264984227,0.7158535793729153,154,2,0.012987012987012988,0.6971527887979873,79,0,0.0,0.5696471983470751,233,2,0.008583690987124463,0.6539212795893088,84,0,0.0,0.8876419823441092
Q72AS4,140,11,317,18,0.056782334384858045,0.8148296591566002,154,11,0.07142857142857142,0.9243638194338958,79,6,0.0759493670886076,0.636703948132882,233,17,0.07296137339055794,0.826831073370462,84,1,0.011904761904761904,0.7815400221110074
Q72AS4,094,26,317,45,0.14195583596214512,0.9114364956919656,154,33,0.21428571428571427,1.1639279789983763,79,6,0.0759493670886076,0.6954955003601222,233,39,0.16738197424892703,1.005103233022316,84,6,0.07142857142857142,0.6516228076208751
Q72AS4,199,4,317,8,0.025236593059936908,0.7978226042819924,154,3,0.01948051948051948,0.7924958195733945,79,0,0.0,0.6055486548578988,233,3,0.012875536480686695,0.7291103002063378,84,5,0.05952380952380952,0.9884174477299388
Q72AS4,000,16,317,15,0.0473186119873817,0.6161045058115493,154,7,0.045454545454545456,0.6484836106305196,79,5,0.06329113924050633,0.6436195431823908,233,12,0.05150214592274678,0.6468344203798666,84,3,0.03571428571428571,0.5308655761160979
Q72AS4,168,13,317,17,0.05362776025236593,0.8066671998350153,154,6,0.03896103896103896,0.6999885832963315,79,2,0.02531645569620253,0.6435593145641507,233,8,0.034334763948497854,0.680855912781987,84,9,0.10714285714285714,1.1556437460654394
Q72AS4,025,42,317,40,0.12618296529968454,1.007593005231307,154,28,0.18181818181818182,1.1674516397837158,79,4,0.05063291139240506,0.8291645928772993,233,32,0.13733905579399142,1.0527534564978491,84,8,0.09523809523809523,0.8823265154086369
Q72AS4,058,63,317,41,0.12933753943217666,0.9379369335030138,154,16,0.1038961038961039,0.9049752073152453,79,7,0.08860759493670886,0.7000277280753684,233,23,0.09871244635193133,0.8354865770150295,84,18,0.21428571428571427,1.2221147080470656
Q72AS4,146,5,317,1,0.0031545741324921135,0.702417127892939,154,0,0.0,0.5419171518631543,79,0,0.0,0.5511089524110616,233,0,0.0,0.5450336850961358,84,1,0.011904761904761904,1.1389688204126434
Q72AS4,017,236,317,61,0.19242902208201892,1.0218823260498027,154,28,0.18181818181818182,1.093642166552274,79,8,0.10126582278481013,0.6392102853063298,233,36,0.15450643776824036,0.9395644042414174,84,25,0.2976190476190476,1.2502165615421097
Q72AS4,024,18,317,31,0.09779179810725552,0.8432471318866775,154,18,0.11688311688311688,0.8165156988673172,79,4,0.05063291139240506,0.7067252212647521,233,22,0.0944206008583691,0.7792906013110827,84,9,0.10714285714285714,1.020650365507078
Q72AS4,052,21,317,41,0.12933753943217666,0.8972664885229558,154,15,0.09740259740259741,0.8303068375517544,79,4,0.05063291139240506,0.6244763921478671,233,19,0.0815450643776824,0.7605188324577323,84,22,0.2619047619047619,1.2765784392753012
Q72AS4,036,5,317,0,0.0,0.680866417744739,154,0,0.0,0.6657073350206306,79,0,0.0,0.6738690156912467,233,0,0.0,0.6684746001407107,84,0,0.0,0.7152389594321031
Q72AS4,029,58,317,16,0.050473186119873815,0.6551287005374545,154,10,0.06493506493506493,0.8152660464758853,79,1,0.012658227848101266,0.398542508586131,233,11,0.04721030042918455,0.6739735164617627,84,5,0.05952380952380952,0.6028567706521712
Q72AS4,183,31,317,57,0.17981072555205047,0.9154249544841051,154,44,0.2857142857142857,1.2329577846818605,79,4,0.05063291139240506,0.5184559380796079,233,48,0.20600858369098712,0.9907017937738003,84,9,0.10714285714285714,0.7066213407400693
Q72AS4,088,11,317,30,0.0946372239747634,0.768196045991228,154,15,0.09740259740259741,0.7916985732020978,79,0,0.0,0.45011541562194934,233,15,0.06437768240343347,0.6758828244946655,84,15,0.17857142857142858,1.024255338951931
Q72AS4,046,7,317,8,0.025236593059936908,0.8007225338281032,154,4,0.025974025974025976,0.8134918835355142,79,2,0.02531645569620253,0.7022690137078088,233,6,0.02575107296137339,0.7757811250960776,84,2,0.023809523809523808,0.869905250906222
Q72AS4,072,42,317,43,0.13564668769716087,0.9376800216110148,154,19,0.12337662337662338,0.8994984083584912,79,9,0.11392405063291139,0.763255916969531,233,28,0.12017167381974249,0.8533046022652386,84,15,0.17857142857142858,1.171721363367751
Q72AS4,184,8,317,21,0.06624605678233439,0.7825632575704194,154,18,0.11688311688311688,0.9605747582147283,79,0,0.0,0.5544162047697935,233,18,0.07725321888412018,0.8228643473900508,84,3,0.03571428571428571,0.6707757108088229
Q72AS4,013,4,317,4,0.012618296529968454,0.6530062990325839,154,3,0.01948051948051948,0.6411238837002832,79,1,0.012658227848101266,0.6719424839444369,233,4,0.017167381974248927,0.6515731086757688,84,0,0.0,0.656981696093749
Q72AS4,152,19,317,21,0.06624605678233439,0.7977352456640805,154,11,0.07142857142857142,0.8711304220241728,79,7,0.08860759493670886,0.7991774444894396,233,18,0.07725321888412018,0.8467343480960873,84,3,0.03571428571428571,0.6618210686800621
Q72AS4,U10-009,11,317,107,0.33753943217665616,1.587092719616537,154,51,0.33116883116883117,1.5867010272410627,79,25,0.31645569620253167,1.4615242887179265,233,76,0.3261802575107296,1.5442591287718448,84,31,0.36904761904761907,1.7059049418405043
Q72AS4,092,4,317,22,0.0694006309148265,0.816394272280127,154,9,0.05844155844155844,0.827111586671531,79,5,0.06329113924050633,0.6703911390214209,233,14,0.060085836909871244,0.7739746108588327,84,8,0.09523809523809523,0.9340583331272887
Q72AS4,096,5,317,4,0.012618296529968454,0.7146221613112017,154,3,0.01948051948051948,0.717583797587296,79,0,0.0,0.5142374108494919,233,3,0.012875536480686695,0.6486380269766243,84,1,0.011904761904761904,0.8976495815487795
Q72AS4,064,16,317,26,0.08201892744479496,0.7765629454996734,154,13,0.08441558441558442,0.8029247268123828,79,7,0.08860759493670886,0.7350879374234577,233,20,0.08583690987124463,0.7799242703242921,84,6,0.07142857142857142,0.7672392706885288
Q72AS4,112,9,317,8,0.025236593059936908,0.811391318947399,154,3,0.01948051948051948,0.772851143697452,79,2,0.02531645569620253,0.7858188533299493,233,5,0.02145922746781116,0.7772479207831484,84,3,0.03571428571428571,0.9060986019506181
Q72AS4,118,12,317,18,0.056782334384858045,0.7653640769055389,154,7,0.045454545454545456,0.733284005201003,79,1,0.012658227848101266,0.5055375126607323,233,8,0.034334763948497854,0.6560652373440015,84,10,0.11904761904761904,1.0685382390226599
Q72AS4,153,160,317,47,0.14826498422712933,0.8141410584128698,154,31,0.2012987012987013,1.0723993656748005,79,11,0.13924050632911392,0.7054333076241005,233,42,0.18025751072961374,0.9479773974945204,84,5,0.05952380952380952,0.4429045464363862
Q72AS4,182,18,317,36,0.11356466876971609,0.9854348181714496,154,16,0.1038961038961039,0.9406189390871247,79,18,0.22784810126582278,1.3059180673452275,233,34,0.1459227467811159,1.0644757250630479,84,2,0.023809523809523808,0.766190397864993
Q72AS4,193,4,317,21,0.06624605678233439,0.8604658022076324,154,16,0.1038961038961039,0.9370080760809494,79,2,0.02531645569620253,0.7304558541839087,233,18,0.07725321888412018,0.866975348484957,84,3,0.03571428571428571,0.8424095607479101
Q72AS4,U100-000,101,317,186,0.5867507886435331,2.0905801705370326,154,91,0.5909090909090909,2.1515341396585774,79,46,0.5822784810126582,2.0250100274928435,233,137,0.5879828326180258,2.1086354063491655,84,49,0.5833333333333334,2.040498385486712
Q72AS4,087,55,317,39,0.12302839116719243,0.8387772075986251,154,14,0.09090909090909091,0.7591345133163997,79,7,0.08860759493670886,0.6363866974723974,233,21,0.09012875536480687,0.7175161551546994,84,18,0.21428571428571427,1.175132269734752
Q72AS4,194,6,317,7,0.022082018927444796,0.8058799135868959,154,4,0.025974025974025976,0.8108868685799706,79,2,0.02531645569620253,0.7439785969134278,233,6,0.02575107296137339,0.7882012314054776,84,1,0.011904761904761904,0.8549172105901162
Q72AS4,U10-002,11,317,143,0.45110410094637227,1.797810522784627,154,66,0.42857142857142855,1.802890529713026,79,35,0.4430379746835443,1.702272294259381,233,101,0.4334763948497854,1.7687753340012755,84,42,0.5,1.8783486059574943
Q72AS4,055,44,317,42,0.13249211356466878,0.7794249773922874,154,27,0.17532467532467533,0.9815258182137482,79,2,0.02531645569620253,0.3496021815069062,233,29,0.12446351931330472,0.7672684478281664,84,13,0.15476190476190477,0.8131448748737183
Q72AS4,180,4,317,6,0.01892744479495268,0.7962073537835922,154,5,0.032467532467532464,0.8224489445382733,79,0,0.0,0.6400494458602107,233,5,0.02145922746781116,0.7606053376903466,84,1,0.011904761904761904,0.8949605650898569
Q72AS4,053,19,317,27,0.08517350157728706,0.7890011478781955,154,15,0.09740259740259741,0.8472322728175136,79,6,0.0759493670886076,0.7207325542819543,233,21,0.09012875536480687,0.8043418103097488,84,6,0.07142857142857142,0.7464490723240059
Q72AS4,113,8,317,17,0.05362776025236593,0.7061676981956189,154,3,0.01948051948051948,0.6289591413778565,79,3,0.0379746835443038,0.507245903604144,233,6,0.02575107296137339,0.5876915629052242,84,11,0.13095238095238096,1.0347979306082609
Q72AS4,101,4,317,2,0.006309148264984227,0.6987476239537195,154,2,0.012987012987012988,0.7365686686344899,79,0,0.0,0.5319881722698083,233,2,0.008583690987124463,0.6672044660044046,84,0,0.0,0.7862423358845567
Q72AS4,U10-000,11,317,128,0.4037854889589905,1.6835497153157437,154,64,0.4155844155844156,1.7050146702758084,79,30,0.379746835443038,1.593500749444235,233,94,0.4034334763948498,1.6672052293071633,84,34,0.40476190476190477,1.7288862062681147
Q72AS4,127,15,317,27,0.08517350157728706,0.8438034108548191,154,13,0.08441558441558442,0.8320192009312698,79,3,0.0379746835443038,0.6390322988695943,233,16,0.06866952789699571,0.7665858736228047,84,11,0.13095238095238096,1.0579901510340965
Q72AS4,135,6,317,8,0.025236593059936908,0.8098234849062707,154,1,0.006493506493506494,0.7937348432207019,79,3,0.0379746835443038,0.6483493800909389,233,4,0.017167381974248927,0.7444410595844303,84,4,0.047619047619047616,0.9911818789537564
Q72AS4,007,87,317,40,0.12618296529968454,0.96312669217969,154,18,0.11688311688311688,0.97716749208338,79,5,0.06329113924050633,0.7223959569093898,233,23,0.09871244635193133,0.8907857269385507,84,17,0.20238095238095238,1.1637867505271355
Q72AS4,023,27,317,29,0.0914826498422713,0.8547350984508874,154,12,0.07792207792207792,0.907768050694716,79,5,0.06329113924050633,0.5630284105684258,233,17,0.07296137339055794,0.7908820782913816,84,12,0.14285714285714285,1.0318512138933262
Q72AS4,042,6,317,4,0.012618296529968454,0.7436471539233875,154,3,0.01948051948051948,0.7872791439824327,79,1,0.012658227848101266,0.6273229209942578,233,4,0.017167381974248927,0.7330450597933088,84,0,0.0,0.7730553435937244
Q72AS4,048,7,317,10,0.031545741324921134,0.702206845208458,154,8,0.05194805194805195,0.76631282147894,79,1,0.012658227848101266,0.46678194229988995,233,9,0.03862660944206009,0.6647551414139402,84,1,0.011904761904761904,0.8060907378765849
Q72AS4,158,4,317,6,0.01892744479495268,0.7911813877396254,154,1,0.006493506493506494,0.7080167611037392,79,2,0.02531645569620253,0.9099361943258574,233,3,0.012875536480686695,0.776478714857161,84,3,0.03571428571428571,0.8319638018064608
Q72AS4,122,5,317,0,0.0,0.7283842005165003,154,0,0.0,0.6861437543469115,79,0,0.0,0.7129698851546801,233,0,0.0,0.6952393094276572,84,0,0.0,0.8203218150843629
Q72AS4,038,4,317,0,0.0,0.49206134632389653,154,0,0.0,0.4681866677701197,79,0,0.0,0.4590177607952463,233,0,0.0,0.4650778967357205,84,0,0.0,0.5669082957768132
Q72AS4,176,4,317,23,0.07255520504731862,0.8104646093313961,154,14,0.09090909090909091,0.8302313918101423,79,1,0.012658227848101266,0.6021984965478935,233,15,0.06437768240343347,0.7529155174508388,84,8,0.09523809523809523,0.9700948284762752
Q72AS4,086,11,317,14,0.04416403785488959,0.7911612195269344,154,9,0.05844155844155844,0.8202263491124772,79,2,0.02531645569620253,0.8246448921533894,233,11,0.04721030042918455,0.8217244817314989,84,3,0.03571428571428571,0.7063845517452257
Q72AS4,100,4,317,2,0.006309148264984227,0.6953843254470234,154,0,0.0,0.6942339283185557,79,0,0.0,0.5657751579266058,233,0,0.0,0.6506792379281519,84,2,0.023809523809523808,0.8193877229696078
Q72AS4,160,15,317,14,0.04416403785488959,0.7630048296689401,154,12,0.07792207792207792,0.9610385884682404,79,0,0.0,0.43446497351199515,233,12,0.05150214592274678,0.7825007533543202,84,2,0.023809523809523808,0.7089268508749687
Q72AS4,031,8,317,3,0.00946372239747634,0.6948188387020188,154,1,0.006493506493506494,0.7226963774104633,79,0,0.0,0.48869044420919927,233,1,0.004291845493562232,0.6433553099302064,84,2,0.023809523809523808,0.8375688649381173
Q72AS4,026,88,317,56,0.17665615141955837,1.051648597703285,154,31,0.2012987012987013,1.122709661921162,79,8,0.10126582278481013,0.8457017582220276,233,39,0.16738197424892703,1.0287885271905541,84,17,0.20238095238095238,1.1150580790064548
Q72AS4,004,12,317,3,0.00946372239747634,0.4455661162726526,154,1,0.006493506493506494,0.44004499511601414,79,1,0.012658227848101266,0.4420665210622967,233,2,0.008583690987124463,0.4407304052008052,84,1,0.011904761904761904,0.4589794576981339
Q72AS4,003,6,317,1,0.0031545741324921135,0.5248838798205016,154,1,0.006493506493506494,0.4908792166523591,79,0,0.0,0.4682791054181888,233,1,0.004291845493562232,0.4832165179935632,84,0,0.0,0.6404612048880808
Q72AS4,075,9,317,33,0.10410094637223975,0.8526273254974982,154,20,0.12987012987012986,0.8148394772074707,79,6,0.0759493670886076,0.7808766014061863,233,26,0.11158798283261803,0.8033241673864344,84,7,0.08333333333333333,0.9893848950198542
Q72AS4,079,40,317,36,0.11356466876971609,0.9237244011552336,154,17,0.11038961038961038,0.8800218400273992,79,5,0.06329113924050633,0.7381646292372104,233,22,0.0944206008583691,0.831924330789524,84,14,0.16666666666666666,1.1783603106220244
Q72AS4,068,5,317,1,0.0031545741324921135,0.5933049351549551,154,0,0.0,0.5602168442206004,79,0,0.0,0.5148420461850044,233,0,0.0,0.5448322560454414,84,1,0.011904761904761904,0.7277589141134871
Q72AS4,U100-002,101,317,188,0.5930599369085173,2.1133759677672774,154,94,0.6103896103896104,2.183434200001585,79,44,0.5569620253164557,1.998678156951436,233,138,0.592274678111588,2.1207915931305044,84,50,0.5952380952380952,2.092806435509754
Q72AS4,056,5,317,0,0.0,0.6627285373123717,154,0,0.0,0.658062054421221,79,0,0.0,0.5321622601190008,233,0,0.0,0.6153749997007258,84,0,0.0,0.7940782309256272
Q72AS4,124,4,317,2,0.006309148264984227,0.658271825426549,154,2,0.012987012987012988,0.6759154015082565,79,0,0.0,0.4954410994165341,233,2,0.008583690987124463,0.6147245437175006,84,0,0.0,0.7790636901671235
Q72AS4,U100-006,101,317,192,0.6056782334384858,2.140090370005068,154,95,0.6168831168831169,2.1897254861130846,79,46,0.5822784810126582,2.0883401761943476,233,141,0.6051502145922747,2.1553502093595216,84,51,0.6071428571428571,2.0977624822718814
Q72AS4,103,5,317,1,0.0031545741324921135,0.7613460128740158,154,1,0.006493506493506494,0.7409894739810897,79,0,0.0,0.6215124243469009,233,1,0.004291845493562232,0.700480088053618,84,0,0.0,0.9301764948163096
Q72AS4,181,13,317,20,0.06309148264984227,0.7489344014199331,154,9,0.05844155844155844,0.7414694164649203,79,0,0.0,0.31963262212240456,233,9,0.03862660944206009,0.5984432072243248,84,11,0.13095238095238096,1.1663683091291799
Q72AS4,U100-007,101,317,199,0.6277602523659306,2.1387538152489727,154,96,0.6233766233766234,2.173101240556431,79,48,0.6075949367088608,2.091869512230531,233,144,0.6180257510729614,2.145559152411598,84,55,0.6547619047619048,2.1198771062145476
Q72AS4,169,4,317,2,0.006309148264984227,0.6622850055752917,154,1,0.006493506493506494,0.6080362821444171,79,0,0.0,0.580698536043238,233,1,0.004291845493562232,0.5987672609341459,84,1,0.011904761904761904,0.8384711305918028
Q72AS4,104,33,317,51,0.1608832807570978,0.948233500041031,154,24,0.15584415584415584,0.9662809283848794,79,5,0.06329113924050633,0.6212021237348033,233,29,0.12446351931330472,0.849279960284639,84,22,0.2619047619047619,1.222711771031976
Q72AS4,008,32,317,12,0.03785488958990536,0.6895549333601639,154,7,0.045454545454545456,0.7249839273111938,79,4,0.05063291139240506,0.6792269890182776,233,11,0.04721030042918455,0.7094697722676728,84,1,0.011904761904761904,0.634314963533383
Q72AS4,090,8,317,28,0.08832807570977919,0.8162402716981738,154,3,0.01948051948051948,0.6578824811790491,79,19,0.24050632911392406,1.1547414708215011,233,22,0.0944206008583691,0.8263454004140435,84,6,0.07142857142857142,0.7882105694267734
Q72AS4,091,485,317,51,0.1608832807570978,1.0100797121746972,154,29,0.18831168831168832,1.0922018941586367,79,8,0.10126582278481013,0.8178479344230529,233,37,0.15879828326180256,0.9991805945057992,84,14,0.16666666666666666,1.0403117885658066
Q72AS4,005,12,317,6,0.01892744479495268,0.56271549007215,154,4,0.025974025974025976,0.5616613099531463,79,0,0.0,0.4912452085725408,233,4,0.017167381974248927,0.5377863227897651,84,2,0.023809523809523808,0.6318642517006698
Q72AS4,198,4,317,7,0.022082018927444796,0.8294537260779383,154,4,0.025974025974025976,0.8404012984765226,79,1,0.012658227848101266,0.7692680773057137,233,5,0.02145922746781116,0.8162831676932869,84,2,0.023809523809523808,0.8659863463591735
Q72AS4,071,12,317,11,0.03470031545741325,0.6910300808315621,154,9,0.05844155844155844,0.7295576109621029,79,0,0.0,0.5290041647478497,233,9,0.03862660944206009,0.6615588030182146,84,2,0.023809523809523808,0.7727777919090623
Q72AS4,102,4,317,14,0.04416403785488959,0.8007684540402807,154,6,0.03896103896103896,0.7790791596602608,79,4,0.05063291139240506,0.71947270549081,233,10,0.04291845493562232,0.7588692460148246,84,4,0.047619047619047616,0.9169888763013674
