uniprot	cluster	region_1	region_2	mean_pae_1_1	mean_pae_1_2	mean_pae_2_2
P07038	097	892-917	562-625	7.205	28.174	13.727
P07038	068	892-917	562-625	7.984	27.797	15.358
P07038	113	892-917	562-625	8.451	29.445	10.558
P07038	161	892-917	562-625	8.107	27.919	12.127
P07038	099	892-917	562-625	7.559	28.599	11.241
P07038	032	892-917	562-625	7.005	21.535	14.625
P07038	043	892-917	562-625	9.144	29.05	14.646
P07038	082	892-917	562-625	8.24	28.733	8.925
P07038	143	892-917	562-625	8.471	28.078	14.23
P07038	118	892-917	562-625	7.257	28.75	13.742
P07038	100	892-917	562-625	7.486	26.539	14.962
P07038	071	892-917	562-625	8.552	29.038	13.798
P07038	106	892-917	562-625	8.204	27.751	16.878
P07038	048	892-917	562-625	7.441	23.567	9.56
P07038	103	892-917	562-625	6.468	24.559	16.747
P07038	005	892-917	562-625	6.181	28.1	12.259
P07038	011	892-917	562-625	4.579	24.842	14.137
P07038	129	892-917	562-625	8.62	29.051	15.338
P07038	131	892-917	562-625	7.348	29.335	14.914
P07038	085	892-917	562-625	9.345	30.589	12.121
P07038	019	892-917	562-625	7.228	25.957	11.482
P07038	003	892-917	562-625	8.166	28.526	16.193
P07038	012	892-917	562-625	6.726	27.12	13.226
P07038	054	892-917	562-625	6.527	30.53	12.64
P07038	020	892-917	562-625	7.326	27.879	4.189
P07038	018	892-917	562-625	7.693	29.148	15.733
P07038	056	892-917	562-625	8.035	20.431	3.727
P07038	061	892-917	562-625	10.47	28.431	5.633
P07038	158	892-917	562-625	6.659	24.138	16.221
P07038	088	892-917	562-625	7.844	28.262	16.919
P07038	042	892-917	562-625	8.668	28.613	5.187
P07038	051	892-917	562-625	8.813	28.276	15.111
P07038	147	892-917	562-625	7.092	29.006	14.537
P07038	069	892-917	562-625	6.848	24.167	14.817
P07038	U100-008	892-917	562-625	4.514	21.101	3.505
P07038	009	892-917	562-625	9.612	29.929	10.896
P07038	062	892-917	562-625	9.155	26.988	14.255
P07038	114	892-917	562-625	7.013	27.763	7.526
P07038	123	892-917	562-625	8.937	29.216	13.609
P07038	021	892-917	562-625	8.954	27.836	14.218
P07038	U10-001	892-917	562-625	5.547	29.796	4.843
P07038	150	892-917	562-625	7.76	29.32	12.663
P07038	U10-008	892-917	562-625	5.33	24.067	6.995
P07038	112	892-917	562-625	8.578	27.696	11.209
P07038	039	892-917	562-625	8.421	27.827	4.522
P07038	167	892-917	562-625	10.005	28.463	11.925
P07038	146	892-917	562-625	6.873	28.757	8.664
P07038	156	892-917	562-625	7.105	29.628	15.38
P07038	109	892-917	562-625	8.695	28.576	15.967
P07038	160	892-917	562-625	8.735	29.239	16.197
P07038	052	892-917	562-625	6.109	28.147	7.148
P07038	149	892-917	562-625	8.113	26.353	12.604
P07038	006	892-917	562-625	9.885	28.562	8.655
P07038	026	892-917	562-625	5.867	27.828	12.118
P07038	132	892-917	562-625	7.313	28.525	13.777
P07038	U10-005	892-917	562-625	8.141	27.428	4.852
P07038	U10-003	892-917	562-625	6.825	27.006	4.439
P07038	035	892-917	562-625	6.512	24.178	6.342
P07038	120	892-917	562-625	8.024	28.708	8.879
P07038	033	892-917	562-625	7.325	29.033	14.187
P07038	014	892-917	562-625	9.666	28.967	13.277
P07038	050	892-917	562-625	8.483	29.469	12.303
P07038	U100-000	892-917	562-625	5.387	23.411	3.755
P07038	008	892-917	562-625	4.512	26.472	13.978
P07038	094	892-917	562-625	7.787	30.863	11.554
P07038	040	892-917	562-625	7.096	26.767	12.94
P07038	166	892-917	562-625	8.169	27.306	11.144
P07038	038	892-917	562-625	6.246	27.399	4.298
P07038	U100-006	892-917	562-625	4.737	19.934	3.77
P07038	055	892-917	562-625	8.834	29.106	13.707
P07038	053	892-917	562-625	9.825	29.81	13.621
P07038	108	892-917	562-625	8.588	28.402	9.064
P07038	083	892-917	562-625	7.077	27.482	5.281
P07038	092	892-917	562-625	6.799	27.589	15.459
P07038	U100-007	892-917	562-625	3.506	25.443	3.965
P07038	135	892-917	562-625	8.157	28.386	8.619
P07038	U100-003	892-917	562-625	4.247	17.294	3.778
P07038	163	892-917	562-625	6.609	29.543	13.898
P07038	031	892-917	562-625	10.35	28.617	16.136
P07038	101	892-917	562-625	9.01	29.294	8.843
P07038	U100-002	892-917	562-625	5.574	27.469	3.732
P07038	090	892-917	562-625	6.683	27.869	14.202
P07038	087	892-917	562-625	4.434	28.133	12.442
P07038	125	892-917	562-625	8.671	24.807	6.361
P07038	116	892-917	562-625	10.087	28.392	5.739
P07038	U100-005	892-917	562-625	3.99	15.45	3.481
P07038	034	892-917	562-625	6.788	26.24	12.027
P07038	036	892-917	562-625	6.108	23.91	12.211
P07038	119	892-917	562-625	4.667	29.298	15.533
P07038	028	892-917	562-625	8.329	28.114	12.873
P07038	049	892-917	562-625	8.171	26.174	7.569
P07038	U100-001	892-917	562-625	5.346	28.203	2.8
P07038	080	892-917	562-625	8.65	27.243	12.912
P07038	063	892-917	562-625	8.621	28.758	15.768
P07038	081	892-917	562-625	6.976	26.36	9.206
P07038	134	892-917	562-625	6.205	27.374	12.693
Q8NQJ3	038	1-40	68-117	17.527	23.75	13.467
Q8NQJ3	000	1-40	68-117	17.207	25.086	5.909
Q8NQJ3	U100-001	1-40	68-117	13.712	18.646	2.227
Q8NQJ3	056	1-40	68-117	14.018	21.45	14.963
Q8NQJ3	U10-002	1-40	68-117	17.63	24.565	5.959
Q8NQJ3	U10-006	1-40	68-117	15.726	20.327	5.615
Q8NQJ3	063	1-40	68-117	10.619	20.202	14.022
Q8NQJ3	008	1-40	68-117	16.726	22.425	14.319
Q8NQJ3	042	1-40	68-117	18.19	22.581	12.228
Q8NQJ3	055	1-40	68-117	16.036	22.769	13.593
Q8NQJ3	005	1-40	68-117	18.912	25.299	11.874
Q8NQJ3	066	1-40	68-117	18.843	25.938	9.683
Q8NQJ3	033	1-40	68-117	19.19	27.047	12.972
Q8NQJ3	024	1-40	68-117	12.443	20.492	15.417
Q8NQJ3	045	1-40	68-117	17.248	22.956	12.096
Q8NQJ3	009	1-40	68-117	15.347	21.196	12.081
Q8NQJ3	047	1-40	68-117	18.481	24.074	13.122
Q8NQJ3	046	1-40	68-117	19.489	26.821	13.319
Q8NQJ3	U10-004	1-40	68-117	17.269	25.31	6.317
Q8NQJ3	015	1-40	68-117	19.831	28.688	13.8
Q8NQJ3	021	1-40	68-117	18.785	24.356	13.967
Q8NQJ3	059	1-40	68-117	15.542	21.016	12.837
Q8NQJ3	U100-009	1-40	68-117	16.562	21.648	2.17
Q8NQJ3	054	1-40	68-117	17.946	23.088	12.357
Q8NQJ3	050	1-40	68-117	16.897	23.522	11.488
Q8NQJ3	018	1-40	68-117	14.17	22.106	13.067
Q8NQJ3	U10-003	1-40	68-117	15.039	21.129	2.746
Q8NQJ3	029	1-40	68-117	14.793	19.393	13.911
Q8NQJ3	049	1-40	68-117	18.649	23.885	13.452
Q8NQJ3	U10-001	1-40	68-117	17.834	25.605	8.085
Q8NQJ3	040	1-40	68-117	16.721	22.315	12.452
Q8NQJ3	043	1-40	68-117	16.529	20.775	9.615
Q8NQJ3	U10-009	1-40	68-117	15.173	20.167	3.058
Q8NQJ3	022	1-40	68-117	16.339	22.08	11.859
Q8NQJ3	068	1-40	68-117	15.644	22.369	13.713
Q8NQJ3	060	1-40	68-117	16.28	20.929	13.604
Q8NQJ3	U10-005	1-40	68-117	15.387	21.132	4.071
Q8NQJ3	036	1-40	68-117	17.946	23.777	14.996
Q8NQJ3	028	1-40	68-117	19.624	25.936	11.397
Q8NQJ3	U10-008	1-40	68-117	16.308	23.682	2.602
Q8NQJ3	U10-000	1-40	68-117	16.937	23.946	3.606
Q8NQJ3	U100-003	1-40	68-117	17.318	23.934	2.19
Q8NQJ3	U100-005	1-40	68-117	13.002	17.31	2.322
Q8NQJ3	065	1-40	68-117	18.934	22.057	7.925
Q8NQJ3	U100-007	1-40	68-117	13.511	17.953	2.135
Q8NQJ3	004	1-40	68-117	13.796	20.232	13.906
Q8NQJ3	051	1-40	68-117	15.35	20.849	12.56
Q8NQJ3	U100-004	1-40	68-117	13.607	16.933	2.214
Q8NQJ3	017	1-40	68-117	17.53	24.059	6.969
Q8NQJ3	006	1-40	68-117	18.223	23.514	12.121
Q8NQJ3	010	1-40	68-117	17.489	22.252	10.671
Q8NQJ3	U100-006	1-40	68-117	16.559	21.828	2.086
Q8NQJ3	052	1-40	68-117	15.589	23.726	15.072
Q8NQJ3	041	1-40	68-117	17.299	22.237	13.815
Q8NQJ3	032	1-40	68-117	16.324	23.079	13.088
Q8NQJ3	035	1-40	68-117	18.853	23.577	13.913
Q8NQJ3	019	1-40	68-117	16.919	23.021	13.338
Q8NQJ3	067	1-40	68-117	12.918	20.437	13.867
Q8NQJ3	007	1-40	68-117	13.613	20.512	14.375
Q8NQJ3	031	1-40	68-117	15.878	22.043	12.852
Q8NQJ3	037	1-40	68-117	19.828	26.981	8.75
Q8NQJ3	044	1-40	68-117	16.079	21.329	11.927
Q8NQJ3	058	1-40	68-117	14.1	22.686	14.911
Q8NQJ3	061	1-40	68-117	18.018	23.389	10.391
Q8NQJ3	025	1-40	68-117	15.532	21.11	11.078
Q8NQJ3	U100-002	1-40	68-117	17.487	24.897	2.326
Q8NQJ3	023	1-40	68-117	15.405	21.619	13.397
Q8NQJ3	026	1-40	68-117	16.997	20.296	12.117
Q8NQJ3	003	1-40	68-117	19.365	26.029	14.418
Q8NQJ3	062	1-40	68-117	19.301	23.146	11.702
Q8NQJ3	016	1-40	68-117	14.653	20.913	13.929
Q8NQJ3	012	1-40	68-117	16.781	22.891	12.444
Q8NQJ3	013	1-40	68-117	17.12	22.385	7.064
Q8NQJ3	002	1-40	68-117	16.786	23.588	14.781
Q8NQJ3	027	1-40	68-117	12.628	15.536	7.503
Q8NQJ3	039	1-40	68-117	16.51	22.321	14.05
Q8NQJ3	053	1-40	68-117	18.392	23.124	12.931
Q8NQJ3	057	1-40	68-117	15.19	23.523	12.419
Q8NQJ3	014	1-40	68-117	16.762	22.873	12.574
Q8NQJ3	001	1-40	68-117	16.58	23.091	11.474
Q8NQJ3	064	1-40	68-117	17.355	24.44	14.228
Q8NQJ3	034	1-40	68-117	19.538	25.198	11.973
Q8NQJ3	048	1-40	68-117	17.958	23.333	13.323
Q8NQJ3	U100-000	1-40	68-117	16.702	22.395	2.111
Q8NQJ3	011	1-40	68-117	19.734	28.929	13.911
Q8NQJ3	030	1-40	68-117	18.646	24.46	13.707
Q8NQJ3	020	1-40	68-117	15.129	20.886	11.011
Q8NQJ3	U100-008	1-40	68-117	16.698	22.843	2.136
Q8NQJ3	U10-007	1-40	68-117	19.648	27.447	2.481
P00579	059	2-80	379-449,458-534	10.415	30.26	20.915
P00579	258	2-80	379-449,458-534	8.378	29.316	17.127
P00579	266	2-80	379-449,458-534	9.577	30.35	21.045
P00579	312	2-80	379-449,458-534	9.148	26.863	17.738
P00579	085	2-80	379-449,458-534	10.179	28.468	18.791
P00579	297	2-80	379-449,458-534	8.291	29.07	17.728
P00579	161	2-80	379-449,458-534	18.314	30.282	20.881
P00579	196	2-80	379-449,458-534	9.507	30.76	20.021
P00579	265	2-80	379-449,458-534	11.461	28.51	14.785
P00579	143	2-80	379-449,458-534	10.132	28.702	20.959
P00579	204	2-80	379-449,458-534	10.346	29.727	18.215
P00579	090	2-80	379-449,458-534	9.802	29.907	18.781
P00579	012	2-80	379-449,458-534	10.083	28.895	19.769
P00579	202	2-80	379-449,458-534	9.179	30.05	18.842
P00579	047	2-80	379-449,458-534	8.683	28.895	19.631
P00579	169	2-80	379-449,458-534	10.685	29.109	19.018
P00579	289	2-80	379-449,458-534	12.049	29.003	17.298
P00579	219	2-80	379-449,458-534	8.371	29.285	19.234
P00579	126	2-80	379-449,458-534	10.727	28.608	18.163
P00579	U10-006	2-80	379-449,458-534	10.92	28.752	13.62
P00579	133	2-80	379-449,458-534	10.014	30.192	17.34
P00579	215	2-80	379-449,458-534	11.157	29.205	21.023
P00579	073	2-80	379-449,458-534	7.652	30.587	20.4
P00579	247	2-80	379-449,458-534	11.849	29.943	19.138
P00579	039	2-80	379-449,458-534	9.209	29.308	19.989
P00579	027	2-80	379-449,458-534	10.315	29.892	20.589
P00579	144	2-80	379-449,458-534	8.534	29.674	18.645
P00579	234	2-80	379-449,458-534	7.878	29.619	20.022
P00579	069	2-80	379-449,458-534	9.72	29.919	20.679
P00579	214	2-80	379-449,458-534	9.596	30.315	18.849
P00579	003	2-80	379-449,458-534	9.853	28.567	20.957
P00579	223	2-80	379-449,458-534	8.617	29.225	21.236
P00579	087	2-80	379-449,458-534	10.109	30.471	21.131
P00579	200	2-80	379-449,458-534	10.194	28.97	18.419
P00579	259	2-80	379-449,458-534	9.736	30.037	20.911
P00579	318	2-80	379-449,458-534	9.291	30.334	18.614
P00579	230	2-80	379-449,458-534	10.117	29.331	19.362
P00579	239	2-80	379-449,458-534	9.843	29.987	18.059
P00579	185	2-80	379-449,458-534	9.066	29.488	19.974
P00579	222	2-80	379-449,458-534	9.546	29.699	18.816
P00579	139	2-80	379-449,458-534	8.468	29.905	19.516
P00579	107	2-80	379-449,458-534	7.866	30.029	20.06
P00579	260	2-80	379-449,458-534	9.175	29.447	19.948
P00579	178	2-80	379-449,458-534	10.746	29.728	18.701
P00579	100	2-80	379-449,458-534	7.097	27.646	18.904
P00579	148	2-80	379-449,458-534	11.263	28.88	19.012
P00579	053	2-80	379-449,458-534	8.804	30.188	20.831
P00579	021	2-80	379-449,458-534	8.223	29.761	21.007
P00579	U100-000	2-80	379-449,458-534	9.14	28.078	11.578
P00579	211	2-80	379-449,458-534	7.832	28.655	19.203
P00579	269	2-80	379-449,458-534	9.676	30.112	18.626
P00579	184	2-80	379-449,458-534	9.944	28.941	19.103
P00579	151	2-80	379-449,458-534	8.29	29.879	16.996
P00579	114	2-80	379-449,458-534	9.17	28.707	19.657
P00579	257	2-80	379-449,458-534	9.673	29.092	17.063
P00579	309	2-80	379-449,458-534	12.161	29.879	16.784
P00579	279	2-80	379-449,458-534	11.124	30.195	19.744
P00579	145	2-80	379-449,458-534	8.831	30.114	20.158
P00579	152	2-80	379-449,458-534	9.199	29.158	19.414
P00579	030	2-80	379-449,458-534	9.654	29.556	17.692
P00579	136	2-80	379-449,458-534	7.761	28.3	19.858
P00579	181	2-80	379-449,458-534	7.408	30.097	19.378
P00579	243	2-80	379-449,458-534	9.039	30.735	20.092
P00579	154	2-80	379-449,458-534	8.62	30.058	21.039
P00579	176	2-80	379-449,458-534	9.742	29.891	19.007
P00579	125	2-80	379-449,458-534	8.473	30.232	18.436
P00579	253	2-80	379-449,458-534	10.078	26.456	12.99
P00579	041	2-80	379-449,458-534	7.717	28.853	21.191
P00579	038	2-80	379-449,458-534	8.245	31.113	19.986
P00579	158	2-80	379-449,458-534	12.801	29.831	16.284
P00579	326	2-80	379-449,458-534	10.696	28.15	19.001
P00579	163	2-80	379-449,458-534	9.126	29.306	18.438
P00579	338	2-80	379-449,458-534	8.978	30.171	18.793
P00579	304	2-80	379-449,458-534	9.535	29.366	16.098
P00579	023	2-80	379-449,458-534	8.806	29.151	20.193
P00579	U100-001	2-80	379-449,458-534	8.12	26.5	11.63
P00579	128	2-80	379-449,458-534	9.565	29.52	17.195
P00579	033	2-80	379-449,458-534	9.18	30.403	21.224
P00579	231	2-80	379-449,458-534	9.211	29.448	19.701
P00579	295	2-80	379-449,458-534	8.156	29.793	18.218
P00579	019	2-80	379-449,458-534	8.483	28.622	18.533
P00579	042	2-80	379-449,458-534	9.229	29.294	20.319
P00579	081	2-80	379-449,458-534	8.474	28.137	18.785
P00579	035	2-80	379-449,458-534	9.309	30.233	20.619
P00579	137	2-80	379-449,458-534	10.245	29.686	20.184
P00579	296	2-80	379-449,458-534	7.71	29.974	17.774
P00579	286	2-80	379-449,458-534	9.772	28.885	20.521
P00579	288	2-80	379-449,458-534	8.383	28.643	18.181
P00579	308	2-80	379-449,458-534	10.142	30.635	18.678
P00579	333	2-80	379-449,458-534	7.666	29.376	17.931
P00579	213	2-80	379-449,458-534	9.724	30.098	17.265
P00579	065	2-80	379-449,458-534	10.5	30.21	21.173
P00579	173	2-80	379-449,458-534	11.073	28.531	16.08
P00579	022	2-80	379-449,458-534	10.0	30.161	20.995
P00579	U100-005	2-80	379-449,458-534	6.729	26.657	10.553
P00579	011	2-80	379-449,458-534	8.493	30.076	20.897
P00579	225	2-80	379-449,458-534	10.72	29.835	19.434
P00579	291	2-80	379-449,458-534	9.038	30.201	20.722
P00579	166	2-80	379-449,458-534	11.2	29.494	18.789
P00579	140	2-80	379-449,458-534	8.646	29.835	17.253
P00579	314	2-80	379-449,458-534	9.498	30.354	19.166
P00579	U100-006	2-80	379-449,458-534	9.102	22.906	12.977
P00579	306	2-80	379-449,458-534	8.47	30.342	20.423
P00579	U10-009	2-80	379-449,458-534	8.703	28.465	14.478
P00579	U10-001	2-80	379-449,458-534	7.552	28.863	13.521
P00579	075	2-80	379-449,458-534	9.556	30.278	17.391
P00579	233	2-80	379-449,458-534	7.611	28.828	19.827
P00579	323	2-80	379-449,458-534	6.1	28.911	20.053
P00579	045	2-80	379-449,458-534	9.536	30.478	20.642
P00579	277	2-80	379-449,458-534	9.009	29.238	19.093
P00579	U10-003	2-80	379-449,458-534	9.606	29.847	15.383
P00579	209	2-80	379-449,458-534	8.682	29.8	16.593
P00579	017	2-80	379-449,458-534	10.757	29.561	20.178
P00579	228	2-80	379-449,458-534	9.206	29.801	21.064
P00579	067	2-80	379-449,458-534	8.392	29.431	20.53
P00579	072	2-80	379-449,458-534	10.08	29.625	19.047
P00579	088	2-80	379-449,458-534	9.131	29.216	19.845
P00579	186	2-80	379-449,458-534	7.722	30.224	20.14
P00579	034	2-80	379-449,458-534	11.157	30.018	20.522
P00579	048	2-80	379-449,458-534	9.32	29.435	18.625
P00579	U10-002	2-80	379-449,458-534	8.722	28.788	12.549
P00579	242	2-80	379-449,458-534	9.084	29.959	16.83
P00579	339	2-80	379-449,458-534	10.721	28.969	15.786
P00579	218	2-80	379-449,458-534	10.133	29.296	19.934
P00579	149	2-80	379-449,458-534	12.506	30.266	20.021
P00579	098	2-80	379-449,458-534	9.121	29.699	21.106
P00579	135	2-80	379-449,458-534	10.347	29.916	18.848
P00579	322	2-80	379-449,458-534	8.277	28.366	18.281
P00579	U100-009	2-80	379-449,458-534	8.578	27.103	12.369
P00579	066	2-80	379-449,458-534	8.781	29.604	19.533
P00579	010	2-80	379-449,458-534	8.78	30.033	20.676
P00579	285	2-80	379-449,458-534	10.226	29.07	20.587
P00579	108	2-80	379-449,458-534	8.912	29.406	20.017
P00579	117	2-80	379-449,458-534	10.896	28.619	21.594
P00579	187	2-80	379-449,458-534	10.141	29.87	18.316
P00579	303	2-80	379-449,458-534	9.481	30.312	19.238
P00579	194	2-80	379-449,458-534	10.517	30.006	19.329
P00579	203	2-80	379-449,458-534	11.895	29.649	18.928
P00579	084	2-80	379-449,458-534	10.643	29.268	20.808
P00579	102	2-80	379-449,458-534	8.616	29.26	19.715
P00579	118	2-80	379-449,458-534	9.436	30.66	21.359
P00579	284	2-80	379-449,458-534	11.593	29.645	20.116
P00579	267	2-80	379-449,458-534	9.625	29.52	19.669
P00579	U100-008	2-80	379-449,458-534	9.259	23.654	13.574
P00579	167	2-80	379-449,458-534	11.651	28.183	19.573
P00579	310	2-80	379-449,458-534	12.715	30.577	19.894
P00579	193	2-80	379-449,458-534	9.792	30.114	15.964
P00579	232	2-80	379-449,458-534	8.885	30.164	17.515
P00579	315	2-80	379-449,458-534	9.96	29.628	18.355
P00579	249	2-80	379-449,458-534	9.231	29.307	16.979
P00579	046	2-80	379-449,458-534	9.211	29.136	20.406
P00579	078	2-80	379-449,458-534	8.745	29.942	20.365
P00579	044	2-80	379-449,458-534	8.798	30.029	20.881
P00579	080	2-80	379-449,458-534	9.406	30.449	18.798
P00579	332	2-80	379-449,458-534	8.319	29.019	17.861
P00579	130	2-80	379-449,458-534	9.271	30.127	19.951
P00579	092	2-80	379-449,458-534	7.907	29.82	20.793
P00579	123	2-80	379-449,458-534	11.25	29.084	17.725
P00579	301	2-80	379-449,458-534	10.553	30.641	20.614
P00579	062	2-80	379-449,458-534	7.909	30.026	18.784
P00579	278	2-80	379-449,458-534	9.542	30.072	19.779
P00579	208	2-80	379-449,458-534	10.661	30.072	12.386
P00579	246	2-80	379-449,458-534	8.024	30.248	20.4
P00579	082	2-80	379-449,458-534	9.551	28.673	18.827
P00579	142	2-80	379-449,458-534	12.483	29.412	18.116
P00579	103	2-80	379-449,458-534	7.833	30.061	20.286
P00579	104	2-80	379-449,458-534	9.401	29.648	20.358
P00579	106	2-80	379-449,458-534	9.172	30.23	19.792
P00579	008	2-80	379-449,458-534	4.463	25.045	14.443
P00579	071	2-80	379-449,458-534	9.752	30.071	20.921
P00579	268	2-80	379-449,458-534	9.973	29.688	20.143
P00579	316	2-80	379-449,458-534	9.364	29.867	19.339
P00579	026	2-80	379-449,458-534	8.416	29.736	21.092
P00579	290	2-80	379-449,458-534	9.959	29.32	21.251
P00579	054	2-80	379-449,458-534	8.939	29.685	20.421
P00579	221	2-80	379-449,458-534	11.441	30.031	16.226
P00579	015	2-80	379-449,458-534	8.357	27.59	20.227
P00579	179	2-80	379-449,458-534	10.889	29.456	18.806
P00579	227	2-80	379-449,458-534	10.944	27.782	19.907
P00579	294	2-80	379-449,458-534	8.691	29.89	19.454
P00579	321	2-80	379-449,458-534	10.55	28.746	21.213
P00579	029	2-80	379-449,458-534	8.573	30.456	21.181
P00579	262	2-80	379-449,458-534	9.28	29.33	20.96
P00579	280	2-80	379-449,458-534	8.426	29.734	18.531
P00579	055	2-80	379-449,458-534	10.273	28.999	20.039
P00579	159	2-80	379-449,458-534	9.275	28.713	16.485
P00579	299	2-80	379-449,458-534	10.337	28.944	19.125
P00579	236	2-80	379-449,458-534	11.762	28.25	16.127
P00579	U100-002	2-80	379-449,458-534	9.019	27.7	11.674
P00579	132	2-80	379-449,458-534	9.659	27.978	20.803
P00579	052	2-80	379-449,458-534	8.448	28.927	19.86
P00579	256	2-80	379-449,458-534	9.838	28.725	19.169
P00579	216	2-80	379-449,458-534	9.7	28.893	16.314
P00579	096	2-80	379-449,458-534	9.526	29.191	19.153
P00579	300	2-80	379-449,458-534	10.829	29.274	19.193
P00579	207	2-80	379-449,458-534	9.906	30.272	18.656
P00579	319	2-80	379-449,458-534	9.099	30.006	20.373
P00579	020	2-80	379-449,458-534	8.566	29.591	17.788
P00579	240	2-80	379-449,458-534	9.046	29.838	15.296
P00579	292	2-80	379-449,458-534	8.204	29.674	20.188
P00579	170	2-80	379-449,458-534	10.309	29.717	16.093
P00579	112	2-80	379-449,458-534	8.266	29.782	20.689
P00579	089	2-80	379-449,458-534	7.76	28.475	18.717
