uniprot	cluster	region_1	region_2	mean_pae_1_1	mean_pae_1_2	mean_pae_2_2
Q72AS4	075	52-205	237-315	12.413	22.681	20.046
Q72AS4	079	52-205	237-315	7.854	19.875	18.225
Q72AS4	068	52-205	237-315	12.088	22.594	17.593
Q72AS4	U100-002	52-205	237-315	2.674	4.328	3.896
Q72AS4	056	52-205	237-315	12.044	21.3	18.351
Q72AS4	124	52-205	237-315	9.749	22.076	20.155
Q72AS4	U100-006	52-205	237-315	2.658	4.078	2.778
Q72AS4	103	52-205	237-315	11.727	22.498	16.97
Q72AS4	181	52-205	237-315	9.467	19.94	16.433
Q72AS4	U100-007	52-205	237-315	2.608	4.353	3.902
Q72AS4	169	52-205	237-315	10.907	22.878	19.262
Q72AS4	104	52-205	237-315	7.529	15.998	16.711
Q72AS4	008	52-205	237-315	6.874	17.439	18.878
Q72AS4	090	52-205	237-315	11.674	19.086	17.436
Q72AS4	091	52-205	237-315	3.983	9.989	12.002
Q72AS4	005	52-205	237-315	11.459	21.532	20.363
Q72AS4	198	52-205	237-315	10.75	22.057	20.969
Q72AS4	071	52-205	237-315	9.948	21.026	19.838
Q72AS4	102	52-205	237-315	11.032	22.896	20.054
Q72AS4	045	52-205	237-315	12.452	21.162	17.353
Q72AS4	166	52-205	237-315	9.247	20.457	17.518
Q72AS4	125	52-205	237-315	13.545	23.702	15.052
Q72AS4	U100-001	52-205	237-315	2.674	4.231	3.335
Q72AS4	059	52-205	237-315	7.236	20.189	18.295
Q72AS4	041	52-205	237-315	12.105	23.441	18.595
Q72AS4	U10-004	52-205	237-315	5.437	12.462	12.922
Q72AS4	049	52-205	237-315	12.49	22.193	18.98
Q72AS4	012	52-205	237-315	4.227	12.901	14.523
Q72AS4	139	52-205	237-315	10.729	18.444	18.626
Q72AS4	119	52-205	237-315	7.227	20.262	20.424
Q72AS4	U100-008	52-205	237-315	2.578	4.182	3.509
Q72AS4	043	52-205	237-315	12.053	18.337	17.544
Q72AS4	197	52-205	237-315	10.515	20.29	18.745
Q72AS4	098	52-205	237-315	12.407	20.932	18.725
Q72AS4	106	52-205	237-315	13.976	22.861	19.043
Q72AS4	134	52-205	237-315	9.697	16.33	16.986
Q72AS4	030	52-205	237-315	6.445	14.566	16.683
Q72AS4	190	52-205	237-315	10.296	20.041	18.913
Q72AS4	126	52-205	237-315	12.22	23.422	19.9
Q72AS4	161	52-205	237-315	12.498	21.707	20.368
Q72AS4	108	52-205	237-315	12.08	21.315	17.882
Q72AS4	U10-005	52-205	237-315	4.977	13.012	13.875
Q72AS4	185	52-205	237-315	11.916	20.669	17.544
Q72AS4	014	52-205	237-315	11.677	22.662	18.81
Q72AS4	133	52-205	237-315	10.761	22.271	19.97
Q72AS4	050	52-205	237-315	7.506	20.29	21.215
Q72AS4	191	52-205	237-315	11.963	22.769	19.67
Q72AS4	019	52-205	237-315	5.201	15.732	19.246
Q72AS4	011	52-205	237-315	12.59	22.689	20.764
Q72AS4	128	52-205	237-315	13.387	21.6	18.433
Q72AS4	173	52-205	237-315	9.326	21.395	19.342
Q72AS4	080	52-205	237-315	13.991	21.663	15.639
Q72AS4	150	52-205	237-315	10.91	21.699	19.129
Q72AS4	U10-001	52-205	237-315	3.317	10.144	12.915
Q72AS4	U100-003	52-205	237-315	2.665	4.262	3.649
Q72AS4	144	52-205	237-315	9.216	20.433	20.349
Q72AS4	107	52-205	237-315	2.998	5.575	6.474
Q72AS4	076	52-205	237-315	9.689	18.204	18.705
Q72AS4	149	52-205	237-315	8.127	21.738	19.003
Q72AS4	129	52-205	237-315	12.124	19.901	18.524
Q72AS4	123	52-205	237-315	7.454	16.58	18.249
Q72AS4	131	52-205	237-315	12.917	20.204	18.265
Q72AS4	021	52-205	237-315	8.566	19.406	17.225
Q72AS4	148	52-205	237-315	10.227	18.598	18.564
Q72AS4	U10-008	52-205	237-315	4.407	11.708	12.728
Q72AS4	U100-009	52-205	237-315	2.513	4.32	4.544
Q72AS4	044	52-205	237-315	10.082	19.053	18.276
Q72AS4	121	52-205	237-315	11.648	20.78	17.429
Q72AS4	154	52-205	237-315	12.174	22.58	20.801
Q72AS4	109	52-205	237-315	8.912	17.664	15.899
Q72AS4	035	52-205	237-315	10.79	22.246	18.858
Q72AS4	195	52-205	237-315	11.82	22.162	19.942
Q72AS4	143	52-205	237-315	13.027	22.7	20.139
Q72AS4	001	52-205	237-315	10.499	21.122	18.593
Q72AS4	002	52-205	237-315	13.461	22.126	17.241
Q72AS4	U100-004	52-205	237-315	3.008	4.639	3.516
Q72AS4	084	52-205	237-315	6.007	12.76	15.845
Q72AS4	062	52-205	237-315	13.571	22.636	17.377
Q72AS4	132	52-205	237-315	12.243	20.938	17.621
Q72AS4	177	52-205	237-315	10.511	20.831	19.556
Q72AS4	187	52-205	237-315	11.455	20.895	16.192
Q72AS4	117	52-205	237-315	12.418	23.312	20.121
Q72AS4	142	52-205	237-315	12.339	19.309	14.318
Q72AS4	095	52-205	237-315	10.978	20.776	16.838
Q72AS4	170	52-205	237-315	6.326	15.989	18.371
Q72AS4	039	52-205	237-315	10.272	22.295	19.694
Q72AS4	028	52-205	237-315	9.054	21.329	19.514
Q72AS4	085	52-205	237-315	14.072	23.026	18.982
Q72AS4	054	52-205	237-315	10.94	21.81	17.646
Q72AS4	093	52-205	237-315	11.172	20.207	16.561
Q72AS4	116	52-205	237-315	13.33	22.9	18.498
Q72AS4	120	52-205	237-315	10.228	14.355	13.99
Q72AS4	138	52-205	237-315	12.531	22.908	16.562
Q72AS4	171	52-205	237-315	10.505	20.495	18.679
Q72AS4	196	52-205	237-315	13.017	21.591	18.493
Q72AS4	165	52-205	237-315	8.732	20.948	19.819
Q72AS4	157	52-205	237-315	5.834	9.556	7.147
Q72AS4	020	52-205	237-315	12.365	20.674	18.45
Q72AS4	189	52-205	237-315	12.346	22.217	20.152
Q72AS4	115	52-205	237-315	11.131	19.484	19.965
Q72AS4	188	52-205	237-315	11.65	20.514	16.426
Q72AS4	200	52-205	237-315	11.855	19.637	17.306
Q72AS4	066	52-205	237-315	10.337	21.562	18.397
Q72AS4	186	52-205	237-315	10.897	20.849	19.564
Q72AS4	070	52-205	237-315	13.871	23.772	19.031
Q72AS4	174	52-205	237-315	9.497	19.041	18.743
Q72AS4	U10-006	52-205	237-315	5.441	10.784	11.44
Q72AS4	040	52-205	237-315	7.977	16.9	17.863
Q72AS4	U10-003	52-205	237-315	5.551	10.703	13.366
Q72AS4	155	52-205	237-315	13.197	20.834	14.989
Q72AS4	073	52-205	237-315	8.505	17.301	14.388
Q72AS4	027	52-205	237-315	10.824	20.649	19.212
Q72AS4	114	52-205	237-315	9.847	21.337	19.589
Q72AS4	032	52-205	237-315	13.249	23.6	18.205
Q72AS4	082	52-205	237-315	11.348	19.746	19.204
Q72AS4	015	52-205	237-315	10.746	21.345	18.64
Q72AS4	U10-007	52-205	237-315	3.516	8.97	11.426
Q72AS4	167	52-205	237-315	13.296	20.468	16.956
Q72AS4	192	52-205	237-315	9.201	16.101	16.841
Q72AS4	130	52-205	237-315	11.351	20.405	18.472
Q72AS4	067	52-205	237-315	10.226	23.274	19.848
Q72AS4	018	52-205	237-315	11.631	22.705	19.043
Q72AS4	141	52-205	237-315	10.563	21.236	18.072
Q72AS4	061	52-205	237-315	10.831	20.531	17.608
Q72AS4	145	52-205	237-315	8.957	16.846	14.361
Q72AS4	016	52-205	237-315	13.482	23.504	19.467
Q72AS4	057	52-205	237-315	10.915	21.36	19.188
Q72AS4	156	52-205	237-315	9.533	20.378	18.599
Q72AS4	037	52-205	237-315	9.528	20.334	19.063
Q72AS4	175	52-205	237-315	12.96	22.237	18.794
Q72AS4	179	52-205	237-315	7.851	16.9	18.904
Q72AS4	009	52-205	237-315	4.263	8.726	8.755
Q72AS4	033	52-205	237-315	7.504	18.463	17.557
Q72AS4	159	52-205	237-315	9.473	20.999	18.635
Q72AS4	164	52-205	237-315	10.781	19.775	17.862
Q72AS4	099	52-205	237-315	11.241	21.343	19.004
Q72AS4	U100-005	52-205	237-315	2.561	4.143	3.409
Q72AS4	069	52-205	237-315	13.075	21.732	18.658
Q72AS4	051	52-205	237-315	10.213	21.764	19.265
Q72AS4	097	52-205	237-315	13.156	23.518	19.519
Q72AS4	060	52-205	237-315	11.265	21.143	17.655
Q72AS4	022	52-205	237-315	4.906	8.179	7.238
Q72AS4	074	52-205	237-315	11.98	19.315	16.55
P14677	057	632-691	692-750	2.603	4.396	2.434
P14677	092	632-691	692-750	18.129	23.435	3.107
P14677	085	632-691	692-750	2.402	4.43	2.244
P14677	123	632-691	692-750	4.687	11.022	2.923
P14677	073	632-691	692-750	12.666	20.187	2.875
P14677	034	632-691	692-750	2.454	4.521	2.195
P14677	054	632-691	692-750	16.958	20.717	2.447
P14677	044	632-691	692-750	2.436	4.115	2.199
P14677	089	632-691	692-750	2.391	4.367	2.175
P14677	047	632-691	692-750	2.77	5.034	2.225
P14677	005	632-691	692-750	13.149	14.01	2.384
P14677	070	632-691	692-750	16.607	24.175	2.727
P14677	U100-006	632-691	692-750	1.827	2.966	1.879
P14677	010	632-691	692-750	15.554	24.025	3.438
P14677	032	632-691	692-750	2.305	4.191	2.306
P14677	093	632-691	692-750	3.257	6.24	3.893
P14677	026	632-691	692-750	2.43	4.299	2.336
P14677	080	632-691	692-750	15.241	22.593	3.103
P14677	U100-000	632-691	692-750	1.837	2.993	1.87
P14677	109	632-691	692-750	2.463	4.471	2.311
P14677	U10-009	632-691	692-750	2.635	4.431	2.112
P14677	066	632-691	692-750	2.633	4.454	2.132
P14677	076	632-691	692-750	3.535	6.17	2.482
P14677	052	632-691	692-750	11.268	15.727	2.739
P14677	U100-005	632-691	692-750	1.761	2.908	1.876
P14677	055	632-691	692-750	2.478	4.971	3.707
P14677	115	632-691	692-750	14.465	23.114	3.148
P14677	078	632-691	692-750	2.656	5.439	2.495
P14677	038	632-691	692-750	15.216	23.065	3.038
P14677	022	632-691	692-750	2.691	5.636	2.943
P14677	U10-005	632-691	692-750	2.299	4.477	2.296
P14677	091	632-691	692-750	2.424	4.087	2.265
P14677	029	632-691	692-750	2.556	5.181	2.806
P14677	096	632-691	692-750	2.461	4.142	2.378
P14677	027	632-691	692-750	2.358	4.131	2.363
P14677	013	632-691	692-750	17.937	26.041	2.682
P14677	040	632-691	692-750	7.789	15.287	2.684
P14677	001	632-691	692-750	2.748	5.239	2.228
P14677	043	632-691	692-750	2.387	4.281	2.324
P14677	U10-006	632-691	692-750	1.934	3.228	1.976
P14677	106	632-691	692-750	2.483	4.234	2.108
P14677	056	632-691	692-750	3.261	5.282	2.174
P14677	020	632-691	692-750	2.201	3.887	2.245
P14677	U100-007	632-691	692-750	1.794	2.914	1.879
P14677	059	632-691	692-750	2.57	4.419	2.24
P14677	099	632-691	692-750	2.721	4.471	2.154
P14677	077	632-691	692-750	2.714	4.526	2.267
P14677	023	632-691	692-750	3.702	5.862	2.123
P14677	048	632-691	692-750	15.683	24.72	3.425
P14677	U100-002	632-691	692-750	1.723	2.82	1.839
P14677	121	632-691	692-750	18.547	25.298	6.256
P14677	011	632-691	692-750	16.832	26.102	13.688
P14677	017	632-691	692-750	3.418	5.761	2.147
P14677	045	632-691	692-750	3.476	5.627	2.25
P14677	064	632-691	692-750	5.85	11.661	2.886
P14677	012	632-691	692-750	2.922	5.014	2.234
P14677	031	632-691	692-750	15.127	22.856	3.07
P14677	009	632-691	692-750	15.445	24.77	2.458
P14677	U100-003	632-691	692-750	1.741	2.841	1.859
P14677	098	632-691	692-750	3.471	6.276	2.507
P14677	110	632-691	692-750	3.118	6.845	4.545
P14677	079	632-691	692-750	13.557	17.808	2.996
P14677	014	632-691	692-750	5.456	12.428	2.928
P14677	000	632-691	692-750	19.176	25.36	4.568
P14677	107	632-691	692-750	2.51	9.96	11.275
P14677	063	632-691	692-750	3.03	5.8	2.418
P14677	050	632-691	692-750	2.194	3.946	2.234
P14677	104	632-691	692-750	2.34	4.16	2.563
P14677	U10-001	632-691	692-750	2.511	4.345	2.164
P14677	U100-009	632-691	692-750	1.742	2.846	1.829
P14677	061	632-691	692-750	2.543	4.568	2.255
P14677	U10-004	632-691	692-750	2.252	4.109	2.167
P14677	039	632-691	692-750	2.728	4.6	2.279
P14677	117	632-691	692-750	2.494	4.146	2.069
P14677	025	632-691	692-750	2.464	4.279	2.312
P14677	071	632-691	692-750	2.692	7.894	4.851
P14677	030	632-691	692-750	3.206	5.513	2.279
P14677	041	632-691	692-750	2.731	5.34	2.751
P14677	116	632-691	692-750	14.946	22.596	2.839
P14677	100	632-691	692-750	2.833	5.536	2.34
P14677	072	632-691	692-750	3.493	5.619	2.361
P14677	053	632-691	692-750	8.864	13.93	2.857
P14677	U10-000	632-691	692-750	2.627	4.902	2.29
P14677	016	632-691	692-750	2.834	4.861	2.295
P14677	033	632-691	692-750	2.455	4.126	2.141
P14677	122	632-691	692-750	17.576	25.937	3.497
P14677	046	632-691	692-750	3.092	5.076	2.267
P14677	058	632-691	692-750	2.491	4.486	2.272
P14677	094	632-691	692-750	2.558	4.385	2.121
P14677	U100-008	632-691	692-750	1.797	2.939	1.869
P14677	003	632-691	692-750	2.389	4.208	2.224
P14677	113	632-691	692-750	2.662	4.423	2.251
P14677	067	632-691	692-750	4.555	9.561	3.521
P14677	U10-007	632-691	692-750	2.389	4.08	2.11
P14677	007	632-691	692-750	2.48	4.576	3.138
P14677	002	632-691	692-750	2.809	6.529	2.453
P14677	U10-008	632-691	692-750	2.419	4.384	2.121
P14677	090	632-691	692-750	14.983	21.874	2.782
P14677	008	632-691	692-750	2.848	5.105	2.255
P14677	118	632-691	692-750	19.106	25.491	8.436
P14677	068	632-691	692-750	9.455	14.285	3.09
P14677	015	632-691	692-750	14.003	22.203	2.93
P14677	U10-003	632-691	692-750	2.382	4.014	2.062
P14677	083	632-691	692-750	2.701	4.713	2.534
P14677	114	632-691	692-750	18.161	25.621	4.09
P14677	U100-004	632-691	692-750	1.798	2.905	1.865
P14677	105	632-691	692-750	2.413	4.238	2.178
P14677	119	632-691	692-750	13.847	18.523	2.552
P14677	097	632-691	692-750	17.671	24.739	4.147
P14677	086	632-691	692-750	2.474	4.152	2.097
P14677	081	632-691	692-750	2.422	4.107	2.195
P14677	074	632-691	692-750	2.772	4.534	2.345
P14677	051	632-691	692-750	2.338	4.162	2.142
P14677	U10-002	632-691	692-750	2.501	4.284	2.032
P14677	087	632-691	692-750	2.549	4.331	2.277
P14677	069	632-691	692-750	13.674	20.652	3.045
P14677	021	632-691	692-750	2.374	4.348	2.194
P14677	088	632-691	692-750	16.343	23.98	2.967
P14677	082	632-691	692-750	2.559	4.296	2.146
P14677	U100-001	632-691	692-750	1.819	2.96	1.875
P14677	035	632-691	692-750	2.72	4.748	2.311
P14677	037	632-691	692-750	2.536	4.672	2.313
P14677	062	632-691	692-750	5.977	10.583	2.555
P14677	049	632-691	692-750	2.438	4.374	2.14
P14677	018	632-691	692-750	2.584	6.926	8.057
P14677	084	632-691	692-750	2.477	4.336	2.039
P14677	042	632-691	692-750	3.063	5.384	2.18
P14677	120	632-691	692-750	18.029	23.203	3.615
P14677	095	632-691	692-750	2.608	4.898	2.394
P14677	075	632-691	692-750	2.773	4.514	2.175
P14677	028	632-691	692-750	17.524	24.731	2.65
P14677	102	632-691	692-750	18.377	24.999	3.148
P14677	006	632-691	692-750	18.552	25.396	3.868
P14677	101	632-691	692-750	2.805	4.773	2.289
P14677	004	632-691	692-750	2.651	4.562	2.183
P14677	065	632-691	692-750	2.859	5.184	2.332
P14677	019	632-691	692-750	2.254	3.731	2.006
P14677	103	632-691	692-750	14.701	22.613	3.115
P14677	111	632-691	692-750	14.173	19.971	2.616
P14677	036	632-691	692-750	2.564	4.547	2.094
P14677	108	632-691	692-750	2.442	4.168	2.129
P14677	060	632-691	692-750	2.482	4.334	2.184
P14677	024	632-691	692-750	2.508	4.217	2.235
P14677	112	632-691	692-750	17.888	23.594	3.26
A0A0H2WY27	006	56-288	317-382	13.261	25.914	3.232
A0A0H2WY27	U10-003	56-288	317-382	3.969	6.199	2.078
A0A0H2WY27	U100-008	56-288	317-382	2.336	4.091	1.888
A0A0H2WY27	010	56-288	317-382	12.537	25.858	3.174
A0A0H2WY27	U10-002	56-288	317-382	3.422	5.715	1.98
A0A0H2WY27	U100-002	56-288	317-382	2.323	4.102	1.927
A0A0H2WY27	U10-007	56-288	317-382	3.378	5.713	2.298
A0A0H2WY27	000	56-288	317-382	5.285	7.806	1.928
A0A0H2WY27	U10-005	56-288	317-382	2.91	5.011	2.152
A0A0H2WY27	U100-004	56-288	317-382	2.252	4.016	1.913
A0A0H2WY27	U10-001	56-288	317-382	3.275	5.488	1.994
A0A0H2WY27	008	56-288	317-382	12.564	24.232	12.963
A0A0H2WY27	011	56-288	317-382	15.616	27.696	11.867
A0A0H2WY27	001	56-288	317-382	6.968	9.585	2.075
A0A0H2WY27	U10-008	56-288	317-382	3.743	6.03	2.252
A0A0H2WY27	U10-009	56-288	317-382	3.954	6.277	2.124
A0A0H2WY27	U10-006	56-288	317-382	3.045	5.215	2.016
A0A0H2WY27	U100-009	56-288	317-382	2.328	4.105	1.901
A0A0H2WY27	U10-004	56-288	317-382	3.053	5.211	2.133
A0A0H2WY27	013	56-288	317-382	14.6	27.168	3.479
A0A0H2WY27	002	56-288	317-382	3.669	5.817	2.288
A0A0H2WY27	007	56-288	317-382	2.938	4.991	2.166
A0A0H2WY27	U100-007	56-288	317-382	2.231	3.965	1.907
A0A0H2WY27	012	56-288	317-382	18.038	26.869	9.214
A0A0H2WY27	U100-005	56-288	317-382	2.376	4.157	1.947
A0A0H2WY27	U100-006	56-288	317-382	2.252	3.995	1.894
A0A0H2WY27	U100-001	56-288	317-382	2.222	3.966	1.906
A0A0H2WY27	U100-003	56-288	317-382	2.326	4.105	2.033
A0A0H2WY27	005	56-288	317-382	15.054	26.885	3.908
A0A0H2WY27	014	56-288	317-382	14.971	27.194	4.75
A0A0H2WY27	004	56-288	317-382	2.715	10.361	13.461
A0A0H2WY27	003	56-288	317-382	3.472	5.443	2.142
A0A0H2WY27	U10-000	56-288	317-382	3.242	5.499	2.022
A0A0H2WY27	015	56-288	317-382	10.599	25.361	4.416
A0A0H2WY27	009	56-288	317-382	7.246	9.635	2.835
A0A0H2WY27	016	56-288	317-382	14.453	26.093	5.259
A0A0H2WY27	U100-000	56-288	317-382	2.262	4.05	1.905
Q8GN86	U10-003	9-366	416-492	6.429	11.421	2.151
Q8GN86	U100-002	9-366	416-492	4.152	8.596	2.203
Q8GN86	U10-006	9-366	416-492	6.463	11.054	2.132
Q8GN86	U100-000	9-366	416-492	3.976	9.012	2.098
Q8GN86	U10-007	9-366	416-492	4.808	7.695	2.129
Q8GN86	U100-004	9-366	416-492	3.924	8.027	2.095
Q8GN86	U100-006	9-366	416-492	3.92	7.202	2.047
Q8GN86	U10-002	9-366	416-492	6.935	9.35	2.31
Q8GN86	U100-008	9-366	416-492	3.785	7.684	2.058
Q8GN86	U10-008	9-366	416-492	4.401	7.936	2.773
Q8GN86	U100-001	9-366	416-492	5.563	9.043	2.064
Q8GN86	U100-009	9-366	416-492	4.186	8.083	2.091
Q8GN86	U100-005	9-366	416-492	3.886	8.585	2.11
Q8GN86	U10-004	9-366	416-492	6.569	10.106	2.169
Q8GN86	U10-001	9-366	416-492	6.034	9.369	2.215
Q8GN86	U10-000	9-366	416-492	5.126	12.409	2.313
Q8GN86	U100-003	9-366	416-492	4.726	8.577	2.066
Q8GN86	U10-009	9-366	416-492	5.526	8.771	2.225
Q8GN86	U100-007	9-366	416-492	3.634	6.916	2.039
Q8GN86	U10-005	9-366	416-492	6.308	9.72	2.199
Q51504	003	58-206	247-546	15.459	24.855	21.48
Q51504	U10-004	58-206	247-546	4.074	8.317	3.31
Q51504	014	58-206	247-546	16.649	28.758	23.267
Q51504	U10-003	58-206	247-546	4.849	9.075	3.257
Q51504	017	58-206	247-546	15.625	29.148	21.21
Q51504	007	58-206	247-546	21.207	29.095	23.726
Q51504	U10-001	58-206	247-546	4.452	8.63	3.503
Q51504	012	58-206	247-546	20.597	29.142	22.348
Q51504	010	58-206	247-546	18.442	27.654	20.109
Q51504	022	58-206	247-546	20.679	29.647	22.356
Q51504	U100-005	58-206	247-546	3.191	6.736	2.966
Q51504	025	58-206	247-546	16.617	28.91	24.06
Q51504	019	58-206	247-546	17.027	28.169	21.498
Q51504	000	58-206	247-546	19.754	28.622	23.9
Q51504	006	58-206	247-546	18.051	29.006	22.938
Q51504	015	58-206	247-546	16.677	28.469	18.403
Q51504	020	58-206	247-546	15.199	28.679	23.667
Q51504	U100-009	58-206	247-546	3.401	7.119	3.026
Q51504	021	58-206	247-546	17.768	27.628	23.202
Q51504	U10-005	58-206	247-546	4.743	8.766	3.44
Q51504	U100-006	58-206	247-546	3.375	7.128	3.045
Q51504	U100-004	58-206	247-546	3.571	7.139	3.055
Q51504	U100-003	58-206	247-546	3.396	7.22	3.089
Q51504	018	58-206	247-546	16.729	28.926	23.282
Q51504	016	58-206	247-546	17.111	28.252	23.022
Q51504	U10-006	58-206	247-546	4.266	8.536	3.387
Q51504	011	58-206	247-546	15.718	28.975	20.88
Q51504	013	58-206	247-546	14.618	24.846	20.33
Q51504	U100-002	58-206	247-546	3.4	7.121	3.056
Q51504	002	58-206	247-546	16.495	29.42	24.707
Q51504	027	58-206	247-546	15.718	25.462	23.572
Q51504	U100-007	58-206	247-546	3.483	7.214	2.987
Q51504	009	58-206	247-546	16.73	29.359	24.432
Q51504	U100-008	58-206	247-546	3.355	7.134	2.977
Q51504	U10-000	58-206	247-546	4.532	8.604	3.42
Q51504	004	58-206	247-546	19.567	28.754	23.751
Q51504	001	58-206	247-546	15.644	27.928	23.334
Q51504	008	58-206	247-546	15.046	26.517	20.549
Q51504	024	58-206	247-546	21.443	29.181	24.092
Q51504	023	58-206	247-546	19.17	26.539	18.629
